Detailed image,Category,Product code,Производитель,Название,Описание,Артикул,Серия,Цвет,Максимальная нагрузка,Вес,Высота,Размеры столешницы,Размеры ниши в столешнице,Материал столешницы,Материал основания,Гарантия,Комплектация,Размеры наклонного сегмента
"ZOMBIE:NY/1.jpg///ZOMBIE:NY/2.jpg///ZOMBIE:NY/3.jpg///ZOMBIE:NY/4.jpg///ZOMBIE:NY/5.jpg///ZOMBIE:NY/6.jpg///ZOMBIE:NY/7.jpg///ZOMBIE:NY/8.jpg
",Игровые столы///Generic Comfort,ZOMBIE/NY,Generic Comfort,Компьютерный стол Generic Comfort Zombie ZOMBIE/NY,"Generic Comfort Zombie - эргономичный стол в строгом дизайне. Металлические опоры Z-образной формы имеют высокую прочность и способны выдержать нагрузку до 200 кг. Благодаря специальному вырезу в столешнице локти полностью лежат на столе, обеспечивая максимальный комфорт рукам и предплечьям.

Цвет: черный.
Ширина: 130 см.
Глубина: 85 см.
Высота: 75 см.
Размеры ниши в столешнице: трапеция с основаниями 40 и 55 см, высотой 20 см.

Столы Generic Comfort серии Zombie разработаны для тех, кто ценит комфорт, простоту и надежность. Отличительной особенностью данной серии являются металлические опоры Z-образной формы. В результате такого решения столы обладают повышенной прочностью и способны выдерживать нагрузку до 200 кг. Столы серии Zombie выполнены в строгом дизайне, благодаря чему будут уместно смотреться как в домашней обстановке, так и в офисе. Эргономичный вырез в столешнице позволяет с комфортом разместить локти на столе, предотвращая усталость рук. Простая конструкция стола дает возможность удобно вытянуть ноги и отдохнуть во время длительного рабочего процесса, не вставая при этом с рабочего места.",ZOMBIE/NY,Zombie,Черный/Желтый,200 кг,40 кг,75 см,130x85 см,"Трапеция с основаниями 40 и 55 см, высотой 20 см.",,,2 года,,
ACTIV2:N/1.jpg///ACTIV2:N/2.jpg///ACTIV2:N/3.jpg///ACTIV2:N/4.jpg///ACTIV2:N/5.jpg///ACTIV2:N/6.jpg///ACTIV2:N/7.jpg///ACTIV2:N/8.jpg///ACTIV2:N/9.jpg///ACTIV2:N/10.jpg///ACTIV2:N/11.jpg///ACTIV2:N/12.jpg///ACTIV2:N/13.jpg///ACTIV2:N/14.jpg///ACTIV2:N/15.jpg///ACTIV2:N/16.jpg///ACTIV2:N/17.jpg///ACTIV2:N/18.jpg///ACTIV2:N/19.jpg///ACTIV2:N/20.jpg///ACTIV2:N/21.jpg,Игровые столы///Generic Comfort,ACTIV2/N,Generic Comfort,Компьютерный стол Generic Comfort Activ ACTIV2/N,"Generic Comfort Activ2/N – компьютерный стол с настраиваемой по высоте столешницей. Регулировка осуществляется при помощи механизма с одним электромотором в диапазоне 70-118 см. За счет этого работать за компьютером теперь можно не только сидя, но и стоя. Специальная эргономичная ниша в передней части столешницы позволяет полностью положить локти на стол, что предотвращает усталость рук при длительной работе за компьютером.

Регулировка по высоте: 70-118 см.
Скорость изменения высоты без нагрузки: 30 мм/с.
Скорость изменения высоты с нагрузкой: 20 мм/с.
Уровень шума: 35 Дб.

Столы Generic Comfort серии Activ сделаны для людей, проводящих большую часть своего времени за компьютером. Благодаря широкому диапазону регулировки столешницы по высоте, вы можете подобрать наиболее удобную для работы позу, причем не только сидя, но и стоя. А поскольку регулировка осуществляется при помощи электропривода - это делается быстро и без всяких усилий. Большая столешница позволяет максимально эффективно организовать рабочее пространство, а эргономичный вырез дает возможность с комфортом разместить руки на столе.",ACTIV2/N,Activ2,Черный,,42 кг,70-118 см,130x85 см,"Трапеция с основаниями 40 и 55 см, высотой 20 см.",,,2 года,,
ACTIV3:N/1.jpg///ACTIV3:N/2.jpg///ACTIV3:N/3.jpg///ACTIV3:N/4.jpg///ACTIV3:N/5.jpg///ACTIV3:N/6.jpg///ACTIV3:N/7.jpg///ACTIV3:N/8.jpg///ACTIV3:N/9.jpg///ACTIV3:N/10.jpg///ACTIV3:N/11.jpg,Игровые столы///Generic Comfort,ACTIV3/N,Generic Comfort,Компьютерный стол Generic Comfort Activ ACTIV3/N,"Generic Comfort Activ2/N – компьютерный стол с настраиваемой по высоте столешницей. Регулировка осуществляется при помощи механизма с одним электромотором в диапазоне 70-118 см. За счет этого работать за компьютером теперь можно не только сидя, но и стоя. Специальная эргономичная ниша в передней части столешницы позволяет полностью положить локти на стол, что предотвращает усталость рук при длительной работе за компьютером.

Регулировка по высоте: 70-118 см.
Скорость изменения высоты без нагрузки: 30 мм/с.
Скорость изменения высоты с нагрузкой: 20 мм/с.
Уровень шума: 35 Дб.

Столы Generic Comfort серии Activ сделаны для людей, проводящих большую часть своего времени за компьютером. Благодаря широкому диапазону регулировки столешницы по высоте, вы можете подобрать наиболее удобную для работы позу, причем не только сидя, но и стоя. А поскольку регулировка осуществляется при помощи электропривода - это делается быстро и без всяких усилий. Большая столешница позволяет максимально эффективно организовать рабочее пространство, а эргономичный вырез дает возможность с комфортом разместить руки на столе.",ACTIV3/N,Activ3,Черный,,50 кг,65-130 см,150x85 см,"Трапеция с основаниями 40 и 55 см, высотой 20 см.",,,2 года,,
"UNO:N/1.jpg///UNO:N/2.jpg///UNO:N/3.jpg///UNO:N/4.jpg///UNO:N/5.jpg
",Игровые столы///Generic Comfort,UNO/N,Generic Comfort,Компьютерный стол Generic Comfort Uno UNO/N,"Generic Comfort Activ2/N – компьютерный стол с настраиваемой по высоте столешницей. Регулировка осуществляется при помощи механизма с одним электромотором в диапазоне 70-118 см. За счет этого работать за компьютером теперь можно не только сидя, но и стоя. Специальная эргономичная ниша в передней части столешницы позволяет полностью положить локти на стол, что предотвращает усталость рук при длительной работе за компьютером.

Регулировка по высоте: 70-118 см.
Скорость изменения высоты без нагрузки: 30 мм/с.
Скорость изменения высоты с нагрузкой: 20 мм/с.
Уровень шума: 35 Дб.

Столы Generic Comfort серии Activ сделаны для людей, проводящих большую часть своего времени за компьютером. Благодаря широкому диапазону регулировки столешницы по высоте, вы можете подобрать наиболее удобную для работы позу, причем не только сидя, но и стоя. А поскольку регулировка осуществляется при помощи электропривода - это делается быстро и без всяких усилий. Большая столешница позволяет максимально эффективно организовать рабочее пространство, а эргономичный вырез дает возможность с комфортом разместить руки на столе.",UNO/N,Uno,Черный,,50 кг,62-127 см,150x90 см,"Трапеция с основаниями 40 и 55 см, высотой 20 см.",,,2 года,"Стол, лоток для сетевого фильтра",100х65 см
"GAMER2:DS:NB/1.jpg///GAMER2:DS:NB/2.jpg///GAMER2:DS:NB/3.jpg///GAMER2:DS:NB/4.jpg///GAMER2:DS:NB/5.jpg///GAMER2:DS:NB/6.jpg///GAMER2:DS:NB/7.jpg///GAMER2:DS:NB/8.jpg///GAMER2:DS:NB/9.jpg
",Игровые столы///Generic Comfort,GAMER2/DS/NB,Generic Comfort,Компьютерный стол Generic Comfort Gamer GAMER2/DS/NB,"Generic Comfort Gamer - удобный и стильный компьютерный стол с кромкой. Эргономичный вырез в передней части большой столешницы позволяет разместиться за столом с максимальным комфортом - локти не нужно держать на весу даже во время игры. Специальные вырезы под провода и кабели уберегут их от повреждения. Стол надежный и прочный - выдерживает нагрузку до 200 кг.

Ширина: 150 см.
Глубина: 90 см.
Высота: 75 см.
Максимальная нагрузка: 200 кг.
Размеры ниши в столешнице: трапеция с основаниями 40 и 55 см, высотой 20 см.

Потребность в специальной «геймерской» мебели возникла вместе с развитием игрового спорта. Киберспортсмены могут проводить за компьютером по 16 часов в день, и при таком малоподвижном образе жизни сильно страдает организм даже молодого человека. Поэтому профессиональные геймеры используют специальное оборудование, отвечающее требованиям по удобству и обеспечению сохранения их здоровья: игровые кресла и игровые столы.
Геймерские столы специально созданы под нужды людей, проводящих долгие часы перед экраном монитора. Они имеют ряд преимуществ перед обычными компьютерными столами, поэтому комфорт и эффективность во время продолжительной игры переходят на новый уровень. Благодаря современному, яркому и стильному дизайну столы Generic Comfort Gamer отлично вписываются в интерьер и создают уникальную атмосферу игрового процесса.

Разнообразие цветовых вариантов позволяет купить геймерский стол, подходящий к любимому креслу, наушникам и другим игровым девайсам киберспортсмена.
Эргономичная ниша в столешнице позволяет комфортно расположиться рядом с компьютером, и снимает нагрузку с плечевых суставов геймера, что позволяет не снимать руки с клавиатуры много часов подряд и предотвращает развитие туннельного синдрома. При этом размеры ниши подобраны таким образом, чтобы в нее при необходимости входила спинка игрового кресла.
У геймерских столов действительно большая столешница. На ней при необходимости легко разместится несколько мониторов, компьютер с «водянкой», и другое геймерское оборудование.
Толщина столешницы и ног стола 2,5 см. Высокая максимальная нагрузка (до 200 килограмм) обеспечивает надежность и устойчивость.
Геймерский стол устойчив к механическим повреждениям и влаге. Прослужит долго.

Вырезы для проводов в дальней части столешницы позволяют использовать все необходимое оборудование, избегая спутывания многочисленных проводов.
Как и любая профессиональная экипировка, геймерские компьютерные столы стоят дороже любительских аналогов и это можно отнести к их недостаткам.",GAMER2/DS/NB,Gamer2,Черный/Синий,200 кг,50 кг,75 см,150x90 см,"Трапеция с основаниями 40 и 55 см, высотой 20 см.",,,2 года,,
"GAMER2:DS:N/1.jpg///GAMER2:DS:N/2.jpg///GAMER2:DS:N/3.jpg///GAMER2:DS:N/4.jpg///GAMER2:DS:N/5.jpg///GAMER2:DS:N/6.jpg///GAMER2:DS:N/7.jpg///GAMER2:DS:N/8.jpg
",Игровые столы///Generic Comfort,GAMER2/DS/N,Generic Comfort,Компьютерный стол Generic Comfort Gamer GAMER2/DS/N,"Generic Comfort Gamer - удобный и стильный компьютерный стол с кромкой. Эргономичный вырез в передней части большой столешницы позволяет разместиться за столом с максимальным комфортом - локти не нужно держать на весу даже во время игры. Специальные вырезы под провода и кабели уберегут их от повреждения. Стол надежный и прочный - выдерживает нагрузку до 200 кг.

Ширина: 150 см.
Глубина: 90 см.
Высота: 75 см.
Максимальная нагрузка: 200 кг.
Размеры ниши в столешнице: трапеция с основаниями 40 и 55 см, высотой 20 см.

Потребность в специальной «геймерской» мебели возникла вместе с развитием игрового спорта. Киберспортсмены могут проводить за компьютером по 16 часов в день, и при таком малоподвижном образе жизни сильно страдает организм даже молодого человека. Поэтому профессиональные геймеры используют специальное оборудование, отвечающее требованиям по удобству и обеспечению сохранения их здоровья: игровые кресла и игровые столы.
Геймерские столы специально созданы под нужды людей, проводящих долгие часы перед экраном монитора. Они имеют ряд преимуществ перед обычными компьютерными столами, поэтому комфорт и эффективность во время продолжительной игры переходят на новый уровень. Благодаря современному, яркому и стильному дизайну столы Generic Comfort Gamer отлично вписываются в интерьер и создают уникальную атмосферу игрового процесса.

Разнообразие цветовых вариантов позволяет купить геймерский стол, подходящий к любимому креслу, наушникам и другим игровым девайсам киберспортсмена.
Эргономичная ниша в столешнице позволяет комфортно расположиться рядом с компьютером, и снимает нагрузку с плечевых суставов геймера, что позволяет не снимать руки с клавиатуры много часов подряд и предотвращает развитие туннельного синдрома. При этом размеры ниши подобраны таким образом, чтобы в нее при необходимости входила спинка игрового кресла.
У геймерских столов действительно большая столешница. На ней при необходимости легко разместится несколько мониторов, компьютер с «водянкой», и другое геймерское оборудование.
Толщина столешницы и ног стола 2,5 см. Высокая максимальная нагрузка (до 200 килограмм) обеспечивает надежность и устойчивость.
Геймерский стол устойчив к механическим повреждениям и влаге. Прослужит долго.

Вырезы для проводов в дальней части столешницы позволяют использовать все необходимое оборудование, избегая спутывания многочисленных проводов.
Как и любая профессиональная экипировка, геймерские компьютерные столы стоят дороже любительских аналогов и это можно отнести к их недостаткам.",GAMER2/DS/N,Gamer2,Черный,200 кг,50 кг,75 см,150x90 см,"Трапеция с основаниями 40 и 55 см, высотой 20 см.",,,2 года,,
"GAMER2:DS:NC/1.jpg///GAMER2:DS:NC/2.jpg///GAMER2:DS:NC/3.jpg///GAMER2:DS:NC/4.jpg///GAMER2:DS:NC/5.jpg///GAMER2:DS:NC/6.jpg///GAMER2:DS:NC/7.jpg///GAMER2:DS:NC/8.jpg///GAMER2:DS:NC/9.jpg
",Игровые столы///Generic Comfort,GAMER2/DS/NC,Generic Comfort,Компьютерный стол Generic Comfort Gamer GAMER2/DS/NC,"Generic Comfort Gamer - удобный и стильный компьютерный стол с кромкой. Эргономичный вырез в передней части большой столешницы позволяет разместиться за столом с максимальным комфортом - локти не нужно держать на весу даже во время игры. Специальные вырезы под провода и кабели уберегут их от повреждения. Стол надежный и прочный - выдерживает нагрузку до 200 кг.

Ширина: 150 см.
Глубина: 90 см.
Высота: 75 см.
Максимальная нагрузка: 200 кг.
Размеры ниши в столешнице: трапеция с основаниями 40 и 55 см, высотой 20 см.

Потребность в специальной «геймерской» мебели возникла вместе с развитием игрового спорта. Киберспортсмены могут проводить за компьютером по 16 часов в день, и при таком малоподвижном образе жизни сильно страдает организм даже молодого человека. Поэтому профессиональные геймеры используют специальное оборудование, отвечающее требованиям по удобству и обеспечению сохранения их здоровья: игровые кресла и игровые столы.
Геймерские столы специально созданы под нужды людей, проводящих долгие часы перед экраном монитора. Они имеют ряд преимуществ перед обычными компьютерными столами, поэтому комфорт и эффективность во время продолжительной игры переходят на новый уровень. Благодаря современному, яркому и стильному дизайну столы Generic Comfort Gamer отлично вписываются в интерьер и создают уникальную атмосферу игрового процесса.

Разнообразие цветовых вариантов позволяет купить геймерский стол, подходящий к любимому креслу, наушникам и другим игровым девайсам киберспортсмена.
Эргономичная ниша в столешнице позволяет комфортно расположиться рядом с компьютером, и снимает нагрузку с плечевых суставов геймера, что позволяет не снимать руки с клавиатуры много часов подряд и предотвращает развитие туннельного синдрома. При этом размеры ниши подобраны таким образом, чтобы в нее при необходимости входила спинка игрового кресла.
У геймерских столов действительно большая столешница. На ней при необходимости легко разместится несколько мониторов, компьютер с «водянкой», и другое геймерское оборудование.
Толщина столешницы и ног стола 2,5 см. Высокая максимальная нагрузка (до 200 килограмм) обеспечивает надежность и устойчивость.
Геймерский стол устойчив к механическим повреждениям и влаге. Прослужит долго.

Вырезы для проводов в дальней части столешницы позволяют использовать все необходимое оборудование, избегая спутывания многочисленных проводов.
Как и любая профессиональная экипировка, геймерские компьютерные столы стоят дороже любительских аналогов и это можно отнести к их недостаткам.",GAMER2/DS/NC,Gamer2,Черный/Коричневый,200 кг,50 кг,75 см,150x90 см,"Трапеция с основаниями 40 и 55 см, высотой 20 см.",,,2 года,,
"GAMER2:DS:NE/1.jpg///GAMER2:DS:NE/2.jpg///GAMER2:DS:NE/3.jpg///GAMER2:DS:NE/4.jpg///GAMER2:DS:NE/5.jpg///GAMER2:DS:NE/6.jpg///GAMER2:DS:NE/7.jpg///GAMER2:DS:NE/8.jpg///GAMER2:DS:NE/9.jpg
",Игровые столы///Generic Comfort,GAMER2/DS/NE,Generic Comfort,Компьютерный стол Generic Comfort Gamer GAMER2/DS/NE,"Generic Comfort Gamer - удобный и стильный компьютерный стол с кромкой. Эргономичный вырез в передней части большой столешницы позволяет разместиться за столом с максимальным комфортом - локти не нужно держать на весу даже во время игры. Специальные вырезы под провода и кабели уберегут их от повреждения. Стол надежный и прочный - выдерживает нагрузку до 200 кг.

Ширина: 150 см.
Глубина: 90 см.
Высота: 75 см.
Максимальная нагрузка: 200 кг.
Размеры ниши в столешнице: трапеция с основаниями 40 и 55 см, высотой 20 см.

Потребность в специальной «геймерской» мебели возникла вместе с развитием игрового спорта. Киберспортсмены могут проводить за компьютером по 16 часов в день, и при таком малоподвижном образе жизни сильно страдает организм даже молодого человека. Поэтому профессиональные геймеры используют специальное оборудование, отвечающее требованиям по удобству и обеспечению сохранения их здоровья: игровые кресла и игровые столы.
Геймерские столы специально созданы под нужды людей, проводящих долгие часы перед экраном монитора. Они имеют ряд преимуществ перед обычными компьютерными столами, поэтому комфорт и эффективность во время продолжительной игры переходят на новый уровень. Благодаря современному, яркому и стильному дизайну столы Generic Comfort Gamer отлично вписываются в интерьер и создают уникальную атмосферу игрового процесса.

Разнообразие цветовых вариантов позволяет купить геймерский стол, подходящий к любимому креслу, наушникам и другим игровым девайсам киберспортсмена.
Эргономичная ниша в столешнице позволяет комфортно расположиться рядом с компьютером, и снимает нагрузку с плечевых суставов геймера, что позволяет не снимать руки с клавиатуры много часов подряд и предотвращает развитие туннельного синдрома. При этом размеры ниши подобраны таким образом, чтобы в нее при необходимости входила спинка игрового кресла.
У геймерских столов действительно большая столешница. На ней при необходимости легко разместится несколько мониторов, компьютер с «водянкой», и другое геймерское оборудование.
Толщина столешницы и ног стола 2,5 см. Высокая максимальная нагрузка (до 200 килограмм) обеспечивает надежность и устойчивость.
Геймерский стол устойчив к механическим повреждениям и влаге. Прослужит долго.

Вырезы для проводов в дальней части столешницы позволяют использовать все необходимое оборудование, избегая спутывания многочисленных проводов.
Как и любая профессиональная экипировка, геймерские компьютерные столы стоят дороже любительских аналогов и это можно отнести к их недостаткам.",GAMER2/DS/NE,Gamer2,Черный/Зеленый,200 кг,50 кг,75 см,150x90 см,"Трапеция с основаниями 40 и 55 см, высотой 20 см.",,,2 года,,
"GAMER2:DS:NO/1.jpg///GAMER2:DS:NO/2.jpg///GAMER2:DS:NO/3.jpg///GAMER2:DS:NO/4.jpg///GAMER2:DS:NO/5.jpg///GAMER2:DS:NO/6.jpg///GAMER2:DS:NO/7.jpg///GAMER2:DS:NO/8.jpg///GAMER2:DS:NO/9.jpg
",Игровые столы///Generic Comfort,GAMER2/DS/NO,Generic Comfort,Компьютерный стол Generic Comfort Gamer GAMER2/DS/NO,"Generic Comfort Gamer - удобный и стильный компьютерный стол с кромкой. Эргономичный вырез в передней части большой столешницы позволяет разместиться за столом с максимальным комфортом - локти не нужно держать на весу даже во время игры. Специальные вырезы под провода и кабели уберегут их от повреждения. Стол надежный и прочный - выдерживает нагрузку до 200 кг.

Ширина: 150 см.
Глубина: 90 см.
Высота: 75 см.
Максимальная нагрузка: 200 кг.
Размеры ниши в столешнице: трапеция с основаниями 40 и 55 см, высотой 20 см.

Потребность в специальной «геймерской» мебели возникла вместе с развитием игрового спорта. Киберспортсмены могут проводить за компьютером по 16 часов в день, и при таком малоподвижном образе жизни сильно страдает организм даже молодого человека. Поэтому профессиональные геймеры используют специальное оборудование, отвечающее требованиям по удобству и обеспечению сохранения их здоровья: игровые кресла и игровые столы.
Геймерские столы специально созданы под нужды людей, проводящих долгие часы перед экраном монитора. Они имеют ряд преимуществ перед обычными компьютерными столами, поэтому комфорт и эффективность во время продолжительной игры переходят на новый уровень. Благодаря современному, яркому и стильному дизайну столы Generic Comfort Gamer отлично вписываются в интерьер и создают уникальную атмосферу игрового процесса.

Разнообразие цветовых вариантов позволяет купить геймерский стол, подходящий к любимому креслу, наушникам и другим игровым девайсам киберспортсмена.
Эргономичная ниша в столешнице позволяет комфортно расположиться рядом с компьютером, и снимает нагрузку с плечевых суставов геймера, что позволяет не снимать руки с клавиатуры много часов подряд и предотвращает развитие туннельного синдрома. При этом размеры ниши подобраны таким образом, чтобы в нее при необходимости входила спинка игрового кресла.
У геймерских столов действительно большая столешница. На ней при необходимости легко разместится несколько мониторов, компьютер с «водянкой», и другое геймерское оборудование.
Толщина столешницы и ног стола 2,5 см. Высокая максимальная нагрузка (до 200 килограмм) обеспечивает надежность и устойчивость.
Геймерский стол устойчив к механическим повреждениям и влаге. Прослужит долго.

Вырезы для проводов в дальней части столешницы позволяют использовать все необходимое оборудование, избегая спутывания многочисленных проводов.
Как и любая профессиональная экипировка, геймерские компьютерные столы стоят дороже любительских аналогов и это можно отнести к их недостаткам.",GAMER2/DS/NO,Gamer2,Черный/Оранжевый,200 кг,50 кг,75 см,150x90 см,"Трапеция с основаниями 40 и 55 см, высотой 20 см.",,,2 года,,
"GAMER2:DS:NP/1.jpg///GAMER2:DS:NP/2.jpg///GAMER2:DS:NP/3.jpg///GAMER2:DS:NP/4.jpg///GAMER2:DS:NP/5.jpg///GAMER2:DS:NP/6.jpg///GAMER2:DS:NP/7.jpg///GAMER2:DS:NP/8.jpg///GAMER2:DS:NP/9.jpg
",Игровые столы///Generic Comfort,GAMER2/DS/NP,Generic Comfort,Компьютерный стол Generic Comfort Gamer GAMER2/DS/NP,"Generic Comfort Gamer - удобный и стильный компьютерный стол с кромкой. Эргономичный вырез в передней части большой столешницы позволяет разместиться за столом с максимальным комфортом - локти не нужно держать на весу даже во время игры. Специальные вырезы под провода и кабели уберегут их от повреждения. Стол надежный и прочный - выдерживает нагрузку до 200 кг.

Ширина: 150 см.
Глубина: 90 см.
Высота: 75 см.
Максимальная нагрузка: 200 кг.
Размеры ниши в столешнице: трапеция с основаниями 40 и 55 см, высотой 20 см.

Потребность в специальной «геймерской» мебели возникла вместе с развитием игрового спорта. Киберспортсмены могут проводить за компьютером по 16 часов в день, и при таком малоподвижном образе жизни сильно страдает организм даже молодого человека. Поэтому профессиональные геймеры используют специальное оборудование, отвечающее требованиям по удобству и обеспечению сохранения их здоровья: игровые кресла и игровые столы.
Геймерские столы специально созданы под нужды людей, проводящих долгие часы перед экраном монитора. Они имеют ряд преимуществ перед обычными компьютерными столами, поэтому комфорт и эффективность во время продолжительной игры переходят на новый уровень. Благодаря современному, яркому и стильному дизайну столы Generic Comfort Gamer отлично вписываются в интерьер и создают уникальную атмосферу игрового процесса.

Разнообразие цветовых вариантов позволяет купить геймерский стол, подходящий к любимому креслу, наушникам и другим игровым девайсам киберспортсмена.
Эргономичная ниша в столешнице позволяет комфортно расположиться рядом с компьютером, и снимает нагрузку с плечевых суставов геймера, что позволяет не снимать руки с клавиатуры много часов подряд и предотвращает развитие туннельного синдрома. При этом размеры ниши подобраны таким образом, чтобы в нее при необходимости входила спинка игрового кресла.
У геймерских столов действительно большая столешница. На ней при необходимости легко разместится несколько мониторов, компьютер с «водянкой», и другое геймерское оборудование.
Толщина столешницы и ног стола 2,5 см. Высокая максимальная нагрузка (до 200 килограмм) обеспечивает надежность и устойчивость.
Геймерский стол устойчив к механическим повреждениям и влаге. Прослужит долго.

Вырезы для проводов в дальней части столешницы позволяют использовать все необходимое оборудование, избегая спутывания многочисленных проводов.
Как и любая профессиональная экипировка, геймерские компьютерные столы стоят дороже любительских аналогов и это можно отнести к их недостаткам.",GAMER2/DS/NP,Gamer2,Черный/Розовый,200 кг,50 кг,75 см,150x90 см,"Трапеция с основаниями 40 и 55 см, высотой 20 см.",,,2 года,,
"GAMER2:DS:NR/1.jpg///GAMER2:DS:NR/2.jpg///GAMER2:DS:NR/3.jpg///GAMER2:DS:NR/4.jpg///GAMER2:DS:NR/5.jpg///GAMER2:DS:NR/6.jpg///GAMER2:DS:NR/7.jpg///GAMER2:DS:NR/8.jpg///GAMER2:DS:NR/9.jpg
",Игровые столы///Generic Comfort,GAMER2/DS/NR,Generic Comfort,Компьютерный стол Generic Comfort Gamer GAMER2/DS/NR,"Generic Comfort Gamer - удобный и стильный компьютерный стол с кромкой. Эргономичный вырез в передней части большой столешницы позволяет разместиться за столом с максимальным комфортом - локти не нужно держать на весу даже во время игры. Специальные вырезы под провода и кабели уберегут их от повреждения. Стол надежный и прочный - выдерживает нагрузку до 200 кг.

Ширина: 150 см.
Глубина: 90 см.
Высота: 75 см.
Максимальная нагрузка: 200 кг.
Размеры ниши в столешнице: трапеция с основаниями 40 и 55 см, высотой 20 см.

Потребность в специальной «геймерской» мебели возникла вместе с развитием игрового спорта. Киберспортсмены могут проводить за компьютером по 16 часов в день, и при таком малоподвижном образе жизни сильно страдает организм даже молодого человека. Поэтому профессиональные геймеры используют специальное оборудование, отвечающее требованиям по удобству и обеспечению сохранения их здоровья: игровые кресла и игровые столы.
Геймерские столы специально созданы под нужды людей, проводящих долгие часы перед экраном монитора. Они имеют ряд преимуществ перед обычными компьютерными столами, поэтому комфорт и эффективность во время продолжительной игры переходят на новый уровень. Благодаря современному, яркому и стильному дизайну столы Generic Comfort Gamer отлично вписываются в интерьер и создают уникальную атмосферу игрового процесса.

Разнообразие цветовых вариантов позволяет купить геймерский стол, подходящий к любимому креслу, наушникам и другим игровым девайсам киберспортсмена.
Эргономичная ниша в столешнице позволяет комфортно расположиться рядом с компьютером, и снимает нагрузку с плечевых суставов геймера, что позволяет не снимать руки с клавиатуры много часов подряд и предотвращает развитие туннельного синдрома. При этом размеры ниши подобраны таким образом, чтобы в нее при необходимости входила спинка игрового кресла.
У геймерских столов действительно большая столешница. На ней при необходимости легко разместится несколько мониторов, компьютер с «водянкой», и другое геймерское оборудование.
Толщина столешницы и ног стола 2,5 см. Высокая максимальная нагрузка (до 200 килограмм) обеспечивает надежность и устойчивость.
Геймерский стол устойчив к механическим повреждениям и влаге. Прослужит долго.

Вырезы для проводов в дальней части столешницы позволяют использовать все необходимое оборудование, избегая спутывания многочисленных проводов.
Как и любая профессиональная экипировка, геймерские компьютерные столы стоят дороже любительских аналогов и это можно отнести к их недостаткам.",GAMER2/DS/NR,Gamer2,Черный/Красный,200 кг,50 кг,75 см,150x90 см,"Трапеция с основаниями 40 и 55 см, высотой 20 см.",,,2 года,,
