Detailed image,Бренд,Category,Product code,Название,Артикул,Описание,Материал оправы,Форма оправы,Цвет линз,Цвет оправы,ProductCodeToFind,Existance,Diller price,Max price,Shop price,Recommend price,Existance for filters,Page title,Meta description,Meta keywords
"CYP-00101/1.jpg#{[ru]:Очки для компьютера GUNNAR Cypher CYP-00101, Onyx;}///CYP-00101/2.jpg#{[ru]:Очки для компьютера GUNNAR Cypher CYP-00101, Onyx;}///CYP-00101/3.jpg#{[ru]:Очки для компьютера GUNNAR Cypher CYP-00101, Onyx;}",Gunnar,Очки для геймеров///Gunnar,CYP-00101,"Очки для компьютера GUNNAR Cypher CYP-00101, Onyx",CYP-00101,"Классический дизайн оправы в сочетании с современной технологией. GUNNAR Cypher –компьютерные очки, объединяющие крафтовые материалы с ультрасовременной нержавеющей сталью. Модель оснащена специально-разработанными металлическими петлями и гибкими дужками, что создаёт комфорт при длительном ношении. В заключении, Cypher незаменимая вещь при работе с компьютером. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 55 мм
Длина дужки: 130 мм
Мостик носа: 15 мм
Вес: 35 гр.

Линзы в очках GUNNAR для компьютера созданы по уникальной запатентованной технологии I-AMP, включающей в себя ряд компонентов, которые обеспечивают комплексную защиту глаз при длительной работе за экраном монитора или другого цифрового устройства. 
Компоненты технологии I-AMP: 
Форма линз fRACTYL™ (фрактил) имитирует геометрию лица, обеспечивая естественную фокусировку, что позволяет глазным мышцам отдыхать, снимая стресс, вызванный уменьшением дистанции между глазами и монитором. Изогнутая геометрия линз создает максимально плотное прилегание к лицу, что поддерживает естественный уровень влажности глаз. 
Материал линзы diAMIX™ (диАмикс) обладает равномерной однородностью по всей площади линзы без примесей и незаметных глазу вкраплений, 
Цвет линз iONiK улучшает контрастность и отфильтровывает вредное флуоресцентное излучение, снижая интенсивность воздействия видимого света. 
Покрытие линз iFi включает в себя антибликовый и защитный слои, которые предохраняют глаз от ярких вспышек, и минимизируют ущерб линзы от воздействий окружающей среды и механических царапин. 

Ключевые особенности: 
Специальная многослойная краска передней части оправы создает богатую глубину цвета и долговечность. 
Гибкие силиконовые носовые упоры позволяют подогнать оправу под себя. 
Стальная конструкция дужек и шарнирный механизм крепления делают очки прочными при активном использовании. 
Немного изогнутые дужки будут плотно прижимать очки к голове, и очки не будут спадать во время использования. 
Гибкие дужки позволят эргономично носить очки людям с разными типами лиц. 
Широкие линзы создадут комфортное панорамное поле обзора. ",металл,"
круглая",янтарный,черный,,20,4960,6290.00,5700,5700,20,"Купить Очки для компьютера GUNNAR Cypher CYP-00101, Onyx(cyp-00101) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Cypher CYP-00101, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"CYP-02301/1.jpg#{[ru]:Очки для компьютера GUNNAR Cypher CYP-02301, Tortoise;}///CYP-02301/2.jpg#{[ru]:Очки для компьютера GUNNAR Cypher CYP-02301, Tortoise;}///CYP-02301/3.jpg#{[ru]:Очки для компьютера GUNNAR Cypher CYP-02301, Tortoise;}",Gunnar,Очки для геймеров///Gunnar,CYP-02301,"Очки для компьютера GUNNAR Cypher CYP-02301, Tortoise",CYP-02301,"Классический дизайн оправы в сочетании с современной технологией. GUNNAR Cypher –компьютерные очки, объединяющие крафтовые материалы с ультрасовременной нержавеющей сталью. Модель оснащена специально-разработанными металлическими петлями и гибкими дужками, что создаёт комфорт при длительном ношении. В заключении, Cypher незаменимая вещь при работе с компьютером. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 55 мм
Длина дужки: 130 мм
Мостик носа: 15 мм
Вес: 35 гр.

Линзы в очках GUNNAR для компьютера созданы по уникальной запатентованной технологии I-AMP, включающей в себя ряд компонентов, которые обеспечивают комплексную защиту глаз при длительной работе за экраном монитора или другого цифрового устройства. 
Компоненты технологии I-AMP: 
Форма линз fRACTYL™ (фрактил) имитирует геометрию лица, обеспечивая естественную фокусировку, что позволяет глазным мышцам отдыхать, снимая стресс, вызванный уменьшением дистанции между глазами и монитором. Изогнутая геометрия линз создает максимально плотное прилегание к лицу, что поддерживает естественный уровень влажности глаз. 
Материал линзы diAMIX™ (диАмикс) обладает равномерной однородностью по всей площади линзы без примесей и незаметных глазу вкраплений, 
Цвет линз iONiK улучшает контрастность и отфильтровывает вредное флуоресцентное излучение, снижая интенсивность воздействия видимого света. 
Покрытие линз iFi включает в себя антибликовый и защитный слои, которые предохраняют глаз от ярких вспышек, и минимизируют ущерб линзы от воздействий окружающей среды и механических царапин. 

Ключевые особенности: 
Специальная многослойная краска передней части оправы создает богатую глубину цвета и долговечность. 
Гибкие силиконовые носовые упоры позволяют подогнать оправу под себя. 
Стальная конструкция дужек и шарнирный механизм крепления делают очки прочными при активном использовании. 
Немного изогнутые дужки будут плотно прижимать очки к голове, и очки не будут спадать во время использования. 
Гибкие дужки позволят эргономично носить очки людям с разными типами лиц. 
Широкие линзы создадут комфортное панорамное поле обзора. ",металл,"
круглая",янтарный,черепаховый,,20,4960,6290.00,5700,5700,20,"Купить Очки для компьютера GUNNAR Cypher CYP-02301, Tortoise(cyp-02301) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Cypher CYP-02301, Tortoise ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"ELL-00101/1.jpg#{[ru]:Очки для компьютера GUNNAR Ellipse ELL-00101, Onyx;}///ELL-00101/2.jpg#{[ru]:Очки для компьютера GUNNAR Ellipse ELL-00101, Onyx;}///ELL-00101/3.jpg#{[ru]:Очки для компьютера GUNNAR Ellipse ELL-00101, Onyx;}",Gunnar,Очки для геймеров///Gunnar,ELL-00101,"Очки для компьютера GUNNAR Ellipse ELL-00101, Onyx",ELL-00101,"Очки для компьютера GUNNAR Ellipse в классическом стиле изготовлены с использованием высококачественных материалов из нержавеющей стали. Круглые эргономичные очки Ellipse подойдут многим людям. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 51 мм
Длина дужки: 145 мм
Мостик носа: 18 мм
Вес: 25 гр.

Линзы в очках GUNNAR для компьютера созданы по уникальной запатентованной технологии I-AMP, включающей в себя ряд компонентов, которые обеспечивают комплексную защиту глаз при длительной работе за экраном монитора или другого цифрового устройства. 
Компоненты технологии I-AMP: 
Форма линз fRACTYL™ (фрактил) имитирует геометрию лица, обеспечивая естественную фокусировку, что позволяет глазным мышцам отдыхать, снимая стресс, вызванный уменьшением дистанции между глазами и монитором. Изогнутая геометрия линз создает максимально плотное прилегание к лицу, что поддерживает естественный уровень влажности глаз. 
Материал линзы diAMIX™ (диАмикс) обладает равномерной однородностью по всей площади линзы без примесей и незаметных глазу вкраплений, 
Цвет линз iONiK улучшает контрастность и отфильтровывает вредное флуоресцентное излучение, снижая интенсивность воздействия видимого света. 
Покрытие линз iFi включает в себя антибликовый и защитный слои, которые предохраняют глаз от ярких вспышек, и минимизируют ущерб линзы от воздействий окружающей среды и механических царапин. 

Ключевые особенности: 
Гибкие силиконовые носовые упоры позволяют подогнать оправу под себя. 
Стальная конструкция дужек и шарнирный механизм крепления делают очки прочными при активном использовании. 
Специальная легкая монолитная передней часть оправы создает комфорт при работе. 
Широкие линзы создадут комфортное панорамное поле обзора. 
Блокируют вредный синий свет 
Плоские дужки позволяют использовать очки вместе с наушниками, не ощущая дискомфорта. ",металл,"
круглая",янтарный,черный,,20,3620,4590.00,4160,4160,20,"Купить Очки для компьютера GUNNAR Ellipse ELL-00101, Onyx(ell-00101) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Ellipse ELL-00101, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"ELL-00109/1.jpg#{[ru]:Очки для компьютера GUNNAR Ellipse Liquet ELL-00109, Onyx;}///ELL-00109/2.jpg#{[ru]:Очки для компьютера GUNNAR Ellipse Liquet ELL-00109, Onyx;}///ELL-00109/3.jpg#{[ru]:Очки для компьютера GUNNAR Ellipse Liquet ELL-00109, Onyx;}",Gunnar,Очки для геймеров///Gunnar,ELL-00109,"Очки для компьютера GUNNAR Ellipse Liquet ELL-00109, Onyx",ELL-00109,"Очки для компьютера GUNNAR Ellipse в классическом стиле изготовлены с использованием высококачественных материалов из нержавеющей стали. Круглые эргономичные очки Ellipse подойдут многим людям. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 51 мм
Длина дужки: 145 мм
Мостик носа: 18 мм
Вес: 25 гр.

Линзы для компьютера Liquet -это новейшее решение для защиты глаз при длительной работе за экраном монитора или другого цифрового устройства, которые обладают практически незаметным оттенком. 
О линзах GUNNAR Liquet:
Линза Liquet - идеальное решение для тех, кому не нравится янтарный оттенок, но нужна защита глаз при работе за компьютером. Не всем удобно носить очки с янтарными линзами на рабочем месте, поэтому инженеры GUNNAR создали линзы Liquet. Линзы GUNNAR Liquet с незаметным желтым оттенком блокируют 35% вредного синего света. 
Ключевые особенности: 
Гибкие силиконовые носовые упоры позволяют подогнать оправу под себя. 
Стальная конструкция дужек и шарнирный механизм крепления делают очки прочными при активном использовании. 
Специальная легкая монолитная передней часть оправы создает комфорт при работе. 
Широкие линзы создадут комфортное панорамное поле обзора. 
Блокируют вредный синий свет 
Плоские дужки позволяют использовать очки вместе с наушниками, не ощущая дискомфорта. ",металл,"
круглая",светло-желтый,черный,,20,3620,4590.00,4160,4160,20,"Купить Очки для компьютера GUNNAR Ellipse Liquet ELL-00109, Onyx(ell-00109) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Ellipse Liquet ELL-00109, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"ST003-C00103/1.jpg#{[ru]:Очки для компьютера GUNNAR Emissary Crystalline ST003-C00103, Onyx;}///ST003-C00103/2.jpg#{[ru]:Очки для компьютера GUNNAR Emissary Crystalline ST003-C00103, Onyx;}///ST003-C00103/3.jpg#{[ru]:Очки для компьютера GUNNAR Emissary Crystalline ST003-C00103, Onyx;}",Gunnar,Очки для геймеров///Gunnar,ST003-C00103,"Очки для компьютера GUNNAR Emissary Crystalline ST003-C00103, Onyx",ST003-C00103,"Компьютерные очки GUNNAR Emissary обладают самыми невысокими линзами и практически незаметной оправой. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 55 мм
Длина дужки: 138 мм
Мостик носа: 18 мм
Вес: 35 гр.

Линзы в очках GUNNAR для компьютера созданы по уникальной запатентованной технологии I-AMP, включающей в себя ряд компонентов, которые обеспечивают комплексную защиту глаз при длительной работе за экраном монитора или другого цифрового устройства. 
Компоненты технологии I-AMP: 
Форма линз fRACTYL™ (фрактил) имитирует геометрию лица, обеспечивая естественную фокусировку, что позволяет глазным мышцам отдыхать, снимая стресс, вызванный уменьшением дистанции между глазами и монитором. Изогнутая геометрия линз создает максимально плотное прилегание к лицу, что поддерживает естественный уровень влажности глаз. 
Материал линзы diAMIX™ (диАмикс) обладает равномерной однородностью по всей площади линзы без примесей и незаметных глазу вкраплений, 
Цвет линз iONiK улучшает контрастность и отфильтровывает вредное флуоресцентное излучение, снижая интенсивность воздействия видимого света. 
Покрытие линз iFi включает в себя антибликовый и защитный слои, которые предохраняют глаз от ярких вспышек, и минимизируют ущерб линзы от воздействий окружающей среды и механических царапин. ",металл,прямоугольная,бесцветный,черный,,20,4730,5990.00,5430,5430,20,"Купить Очки для компьютера GUNNAR Emissary Crystalline ST003-C00103, Onyx(st003-c00103) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Emissary Crystalline ST003-C00103, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"ST003-C001/1.jpg#{[ru]:Очки для компьютера GUNNAR Emissary ST003-C001, Onyx;}///ST003-C001/2.jpg#{[ru]:Очки для компьютера GUNNAR Emissary ST003-C001, Onyx;}///ST003-C001/3.jpg#{[ru]:Очки для компьютера GUNNAR Emissary ST003-C001, Onyx;}",Gunnar,Очки для геймеров///Gunnar,ST003-C001,"Очки для компьютера GUNNAR Emissary ST003-C001, Onyx",ST003-C001,"Компьютерные очки GUNNAR Emissary обладают самыми невысокими линзами и практически незаметной оправой. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 55 мм
Длина дужки: 138 мм
Мостик носа: 18 мм
Вес: 35 гр.

Линзы в очках GUNNAR для компьютера созданы по уникальной запатентованной технологии I-AMP, включающей в себя ряд компонентов, которые обеспечивают комплексную защиту глаз при длительной работе за экраном монитора или другого цифрового устройства. 
Компоненты технологии I-AMP: 
Форма линз fRACTYL™ (фрактил) имитирует геометрию лица, обеспечивая естественную фокусировку, что позволяет глазным мышцам отдыхать, снимая стресс, вызванный уменьшением дистанции между глазами и монитором. Изогнутая геометрия линз создает максимально плотное прилегание к лицу, что поддерживает естественный уровень влажности глаз. 
Материал линзы diAMIX™ (диАмикс) обладает равномерной однородностью по всей площади линзы без примесей и незаметных глазу вкраплений, 
Цвет линз iONiK улучшает контрастность и отфильтровывает вредное флуоресцентное излучение, снижая интенсивность воздействия видимого света. 
Покрытие линз iFi включает в себя антибликовый и защитный слои, которые предохраняют глаз от ярких вспышек, и минимизируют ущерб линзы от воздействий окружающей среды и механических царапин. ",металл,прямоугольная,янтарный,черный,,20,4730,5990.00,5430,5430,20,"Купить Очки для компьютера GUNNAR Emissary ST003-C001, Onyx(st003-c001) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Emissary ST003-C001, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"ST003-C011/1.jpg#{[ru]:Очки для компьютера GUNNAR Emissary ST003-C011, Mercury;}///ST003-C011/2.jpg#{[ru]:Очки для компьютера GUNNAR Emissary ST003-C011, Mercury;}///ST003-C011/3.jpg#{[ru]:Очки для компьютера GUNNAR Emissary ST003-C011, Mercury;}",Gunnar,Очки для геймеров///Gunnar,ST003-C011,"Очки для компьютера GUNNAR Emissary ST003-C011, Mercury",ST003-C011,"Компьютерные очки GUNNAR Emissary обладают самыми невысокими линзами и практически незаметной оправой. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 55 мм
Длина дужки: 138 мм
Мостик носа: 18 мм
Вес: 35 гр.

Линзы в очках GUNNAR для компьютера созданы по уникальной запатентованной технологии I-AMP, включающей в себя ряд компонентов, которые обеспечивают комплексную защиту глаз при длительной работе за экраном монитора или другого цифрового устройства. 
Компоненты технологии I-AMP: 
Форма линз fRACTYL™ (фрактил) имитирует геометрию лица, обеспечивая естественную фокусировку, что позволяет глазным мышцам отдыхать, снимая стресс, вызванный уменьшением дистанции между глазами и монитором. Изогнутая геометрия линз создает максимально плотное прилегание к лицу, что поддерживает естественный уровень влажности глаз. 
Материал линзы diAMIX™ (диАмикс) обладает равномерной однородностью по всей площади линзы без примесей и незаметных глазу вкраплений, 
Цвет линз iONiK улучшает контрастность и отфильтровывает вредное флуоресцентное излучение, снижая интенсивность воздействия видимого света. 
Покрытие линз iFi включает в себя антибликовый и защитный слои, которые предохраняют глаз от ярких вспышек, и минимизируют ущерб линзы от воздействий окружающей среды и механических царапин. ",металл,прямоугольная,янтарный,серебристый,,20,4730,5990.00,5430,5430,20,"Купить Очки для компьютера GUNNAR Emissary ST003-C011, Mercury(st003-c011) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Emissary ST003-C011, Mercury ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"ENI-06701/1.jpg#{[ru]:Очки для компьютера GUNNAR Enigma ENI-06701, Smoke;}///ENI-06701/2.jpg#{[ru]:Очки для компьютера GUNNAR Enigma ENI-06701, Smoke;}///ENI-06701/3.jpg#{[ru]:Очки для компьютера GUNNAR Enigma ENI-06701, Smoke;}",Gunnar,Очки для геймеров///Gunnar,ENI-06701,"Очки для компьютера GUNNAR Enigma ENI-06701, Smoke",ENI-06701,"Компьютерные очки GUNNAR Enigma спроектированы в наилучших традициях очков. Очки для компьютера Enigmа придутся по вкусу даже самым требовательным покупателям. Шарнирный механизм крепления дужек делает очки прочными. Умеренно широкие линзы создают комфортное панорамное поле обзора. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 57 мм
Длина дужки: 132 мм
Мостик носа: 19 мм
Вес: 35 гр.

Линзы в очках GUNNAR для компьютера созданы по уникальной запатентованной технологии I-AMP, включающей в себя ряд компонентов, которые обеспечивают комплексную защиту глаз при длительной работе за экраном монитора или другого цифрового устройства. 
Компоненты технологии I-AMP: 
Форма линз fRACTYL™ (фрактил) имитирует геометрию лица, обеспечивая естественную фокусировку, что позволяет глазным мышцам отдыхать, снимая стресс, вызванный уменьшением дистанции между глазами и монитором. Изогнутая геометрия линз создает максимально плотное прилегание к лицу, что поддерживает естественный уровень влажности глаз. 
Материал линзы diAMIX™ (диАмикс) обладает равномерной однородностью по всей площади линзы без примесей и незаметных глазу вкраплений, 
Цвет линз iONiK улучшает контрастность и отфильтровывает вредное флуоресцентное излучение, снижая интенсивность воздействия видимого света. 
Покрытие линз iFi включает в себя антибликовый и защитный слои, которые предохраняют глаз от ярких вспышек, и минимизируют ущерб линзы от воздействий окружающей среды и механических царапин. 

Ключевые особенности: 
Широкие линзы создают комфортное панорамное поле обзора высокого разрешения. 
Плавные линии оправы у носа и сбалансировано-распределенный вес гарантируют комфорт при длительном ношении без точек давления на переносицу и усталости глаз. 
Качественные материалы наравне с использованием современных элементов и механизмом крепления создают невероятную прочность очков. ",пластик,прямоугольная,янтарный,серый,,20,3380,4290.00,3880,3880,20,"Купить Очки для компьютера GUNNAR Enigma ENI-06701, Smoke(eni-06701) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Enigma ENI-06701, Smoke ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"ENI-07601/1.jpg#{[ru]:Очки для компьютера GUNNAR Enigma ENI-07601, Void;}///ENI-07601/2.jpg#{[ru]:Очки для компьютера GUNNAR Enigma ENI-07601, Void;}///ENI-07601/3.jpg#{[ru]:Очки для компьютера GUNNAR Enigma ENI-07601, Void;}",Gunnar,Очки для геймеров///Gunnar,ENI-07601,"Очки для компьютера GUNNAR Enigma ENI-07601, Void",ENI-07601,"Компьютерные очки GUNNAR Enigma спроектированы в наилучших традициях очков. Очки для компьютера Enigmа придутся по вкусу даже самым требовательным покупателям. Шарнирный механизм крепления дужек делает очки прочными. Умеренно широкие линзы создают комфортное панорамное поле обзора. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 57 мм
Длина дужки: 132 мм
Мостик носа: 19 мм
Вес: 35 гр.

Линзы в очках GUNNAR для компьютера созданы по уникальной запатентованной технологии I-AMP, включающей в себя ряд компонентов, которые обеспечивают комплексную защиту глаз при длительной работе за экраном монитора или другого цифрового устройства. 
Компоненты технологии I-AMP: 
Форма линз fRACTYL™ (фрактил) имитирует геометрию лица, обеспечивая естественную фокусировку, что позволяет глазным мышцам отдыхать, снимая стресс, вызванный уменьшением дистанции между глазами и монитором. Изогнутая геометрия линз создает максимально плотное прилегание к лицу, что поддерживает естественный уровень влажности глаз. 
Материал линзы diAMIX™ (диАмикс) обладает равномерной однородностью по всей площади линзы без примесей и незаметных глазу вкраплений, 
Цвет линз iONiK улучшает контрастность и отфильтровывает вредное флуоресцентное излучение, снижая интенсивность воздействия видимого света. 
Покрытие линз iFi включает в себя антибликовый и защитный слои, которые предохраняют глаз от ярких вспышек, и минимизируют ущерб линзы от воздействий окружающей среды и механических царапин. 

Ключевые особенности: 
Широкие линзы создают комфортное панорамное поле обзора высокого разрешения. 
Плавные линии оправы у носа и сбалансировано-распределенный вес гарантируют комфорт при длительном ношении без точек давления на переносицу и усталости глаз. 
Качественные материалы наравне с использованием современных элементов и механизмом крепления создают невероятную прочность очков. ",пластик,прямоугольная,янтарный,серый,,20,3150,3990.00,3620,3620,20,"Купить Очки для компьютера GUNNAR Enigma ENI-07601, Void(eni-07601) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Enigma ENI-07601, Void ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"ENI-00109/1.jpg#{[ru]:Очки для компьютера GUNNAR Enigma Liquet ENI-00109, Onyx;}///ENI-00109/2.jpg#{[ru]:Очки для компьютера GUNNAR Enigma Liquet ENI-00109, Onyx;}///ENI-00109/3.jpg#{[ru]:Очки для компьютера GUNNAR Enigma Liquet ENI-00109, Onyx;}",Gunnar,Очки для геймеров///Gunnar,ENI-00109,"Очки для компьютера GUNNAR Enigma Liquet ENI-00109, Onyx",ENI-00109,"Компьютерные очки GUNNAR Enigma Liquet спроектированы в наилучших традициях очков. Очки для компьютера Enigmа придутся по вкусу даже самым требовательным покупателям. Шарнирный механизм крепления дужек делает очки прочными. Умеренно широкие линзы создают комфортное панорамное поле обзора. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 57 мм
Длина дужки: 132 мм
Мостик носа: 19 мм
Вес: 35 гр.

Линзы для компьютера Liquet -это новейшее решение для защиты глаз при длительной работе за экраном монитора или другого цифрового устройства, которые обладают практически незаметным оттенком. 
О линзах GUNNAR Liquet:
Линза Liquet - идеальное решение для тех, кому не нравится янтарный оттенок, но нужна защита глаз при работе за компьютером. Не всем удобно носить очки с янтарными линзами на рабочем месте, поэтому инженеры GUNNAR создали линзы Liquet. Линзы GUNNAR Liquet с незаметным желтым оттенком блокируют 35% вредного синего света. 
Ключевые особенности: 
Широкие линзы создают комфортное панорамное поле обзора высокого разрешения. 
Плавные линии оправы у носа и сбалансировано-распределенный вес гарантируют комфорт при длительном ношении без точек давления на переносицу и усталости глаз. 
Качественные материалы наравне с использованием современных элементов и механизмом крепления создают невероятную прочность очков. ",пластик,прямоугольная,светло-желтый,черный,,20,3150,3990.00,3620,3620,20,"Купить Очки для компьютера GUNNAR Enigma Liquet ENI-00109, Onyx(eni-00109) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Enigma Liquet ENI-00109, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"HAU-00103/1.jpg#{[ru]:Очки для компьютера GUNNAR Haus Crystalline HAU-00103, Onyx;}///HAU-00103/2.jpg#{[ru]:Очки для компьютера GUNNAR Haus Crystalline HAU-00103, Onyx;}///HAU-00103/3.jpg#{[ru]:Очки для компьютера GUNNAR Haus Crystalline HAU-00103, Onyx;}",Gunnar,Очки для геймеров///Gunnar,HAU-00103,"Очки для компьютера GUNNAR Haus Crystalline HAU-00103, Onyx",HAU-00103,"Инновационный дизайн очков. Очки для компьютера HAUS переписывают парадигму дизайна, созданную в середине прошлого века европейскими мастерами. Дужки с возможностью внешнего люфта обеспечивают комфортную посадку очков. Разработанный металлический шарнирный механизм сгибания/разгибания создан для стабильной и долговечной работы. HAUS просто создан для тех, кто разбирается в стиле и дизайне. 
Характеристики 
Пол: унисекс
Материал линзы: поликарбонат
Ширина линзы: 53 мм
Длина дужки: 140 мм
Мостик носа: 15 мм
Вес: 35 гр.

Линзы в очках GUNNAR для компьютера созданы по уникальной запатентованной технологии I-AMP, включающей в себя ряд компонентов, которые обеспечивают комплексную защиту глаз при длительной работе за экраном монитора или другого цифрового устройства. 
Компоненты технологии I-AMP: 
Форма линз fRACTYL™ (фрактил) имитирует геометрию лица, обеспечивая естественную фокусировку, что позволяет глазным мышцам отдыхать, снимая стресс, вызванный уменьшением дистанции между глазами и монитором. Изогнутая геометрия линз создает максимально плотное прилегание к лицу, что поддерживает естественный уровень влажности глаз. 
Материал линзы diAMIX™ (диАмикс) обладает равномерной однородностью по всей площади линзы без примесей и незаметных глазу вкраплений, 
Цвет линз iONiK улучшает контрастность и отфильтровывает вредное флуоресцентное излучение, снижая интенсивность воздействия видимого света. 
Покрытие линз iFi включает в себя антибликовый и защитный слои, которые предохраняют глаз от ярких вспышек, и минимизируют ущерб линзы от воздействий окружающей среды и механических царапин. 

Ключевые особенности: 
Монолитная фронтальная часть оправы исключает риск поломки в местах соединения. 
Легкая конструкция оправы и сбалансировано-распределенный вес гарантируют комфорт при длительном ношении без точек давления на переносицу и усталости глаз. 
Европейские материалы ручной работы придадут очкам ретро-стиль наравне с использованием современных элементов и механизмом крепления. 
Специальная многослойная краска передней части оправы создает богатую глубину цвета и неповторимый стиль очков. ",пластик,прямоугольная,бесцветный,черный,,20,5910,7490.00,6790,6790,20,"Купить Очки для компьютера GUNNAR Haus Crystalline HAU-00103, Onyx(hau-00103) по лучшей цене с доставкой в интернет-магазине esportshop.ru","Очки для компьютера GUNNAR Haus Crystalline HAU-00103, Onyx ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
